"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1847582373220917306","Sat Oct 19 10:15:38 +0000 2024","2","Calon gubernur Jakarta nomor urut 3 Pramono Anung fokus melakukan blusukan berkeliling menemui rakyat dari kampung ke kampung. Melalui cara ini ia berbelanja masalah menyerap aspirasi masyarakat serta menyampaikan gagasannya untuk mengurai problem tersebut. Cc @pramonoanung https://t.co/H3RQ7fBUvp","1847582373220917306","https://pbs.twimg.com/media/GaPuYAvacAAsf-U.jpg","","in","","1","0","1","https://x.com/B3doel___/status/1847582373220917306","1351138416088510467","B3doel___"
"1847581055378755891","Sat Oct 19 10:10:27 +0000 2024","0","Adapun untuk Layanan Mikrotrans Transjakarta Cares (Layanan penugasan Transportasi Jakarta lainnya) serta layanan gratis bagi Masyarakat tertentu sesuai dengan Peraturan Gubernur Provinsi DKI Jakarta Nomor 160 Tahun 2016 tentang Pelayanan Transjakarta Gratis dan Bus Gratis bagi","1847581065449509166","","Gerindra","in","Indonesia Raya ","0","1","0","https://x.com/Gerindra/status/1847581065449509166","397673651","Gerindra"
"1847578965667697152","Sat Oct 19 10:02:06 +0000 2024","1","Komunitas Paguyuban Warga Jakarta Asal Jawa Tengah KASMARAN yang dipimpin oleh Leles Sudarmanto bertemu dengan calon gubernur Pramono Anung Pramono melakukan silaturahmi dengan mendatangi berbagai komunitas kedaerahan untuk sosialiasi program. #JakartaMenyala https://t.co/rINe2uXvuT","1847578965667697152","https://pbs.twimg.com/media/GaPrBPdbYAA6zNR.jpg","","in","Indonesia","0","0","0","https://x.com/YogaPras_/status/1847578965667697152","1132618167635697665","YogaPras_"
"1847203735334002967","Sat Oct 19 10:01:24 +0000 2024","0","@dwi73049 @juneafternoon46 @jojo_botak Harusnya malu jd Gubernur Jakarta tp gagal. Sekarang sok ngomongin masalah Jakarta tp saat menjabat bukannya menyelesaikan masalah Jakarta malahan dibiarkan mangkrak.","1847578790647779403","","dwi73049","in","","0","0","0","https://x.com/anto_xuansi/status/1847578790647779403","1619153492110880768","anto_xuansi"
"1847547092807668112","Sat Oct 19 09:54:10 +0000 2024","1","@_riverheaven Pak Pramono siap membantu UMKM kalau terpilih jadi Gubernur Jakarta ","1847576968390463856","","_riverheaven","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/Eil_Thia/status/1847576968390463856","1155017139671031809","Eil_Thia"
"1847576026685284482","Sat Oct 19 09:50:25 +0000 2024","7","Pasangan Calon Gubernur &amp; Wakil Gubernur Jakarta No.Urut 3 Pramono Anung-Rano Karno menjanjikan sederet program pengembangan kebudayaan Betawi jika memenangi Pilkada 2024. Mas Pram - Bang Doel sepakat bahwa budaya Betawi harus diperkuat apalagi sebentar lagi Jakarta https://t.co/nGNYdws0qR","1847576026685284482","https://pbs.twimg.com/media/GaPomtHa4AAO-F_.jpg","","in","🇮🇩","0","0","1","https://x.com/elsaday__/status/1847576026685284482","1316243860280889345","elsaday__"
"1847572732621574637","Sat Oct 19 09:37:20 +0000 2024","5","Tak Gentar Lawan KIM-Plus Pramono-Rano Pede Menangi Pilkada Jakarta 2024 Calon Gubernur Jakarta nomor urut 3 @pramonoanung percaya diri bisa memenangkan kontestasi Pilkada Jakarta 2024 melawan Ridwan Kamil-Suswono yang diusung 15 partai politik dan tergabung dalam Koalisi https://t.co/ZHKawOYGOK","1847572732621574637","https://pbs.twimg.com/ext_tw_video_thumb/1847572316722778113/pu/img/YwPbcYrbTQKXHTiA.jpg","","in","DKI Jakarta, Indonesia","0","0","3","https://x.com/AleenaDi09/status/1847572732621574637","960109698895630337","AleenaDi09"
"1847572580234121563","Sat Oct 19 09:36:44 +0000 2024","6","Komunitas Paguyuban Warga Jakarta Asal Jawa Tengah KASMARAN yang dipimpin oleh Leles Sudarmanto bertemu dengan calon gubernur Pramono Anung di Joglo Wong Jateng Condet Balekambang Jakarta Timur Sabtu (19/10). Mas Pram terus menjalin silaturahmi dengan mendatangi berbagai https://t.co/ZyKrP5kzJh","1847572580234121563","https://pbs.twimg.com/ext_tw_video_thumb/1847572494196363264/pu/img/UPCSFNQO5A45ZHHh.jpg","","in","","0","0","1","https://x.com/03__nakula/status/1847572580234121563","1101696077147729920","03__nakula"
"1847571592328728863","Sat Oct 19 09:32:48 +0000 2024","0","Selamat atas dilantiknya Dr. Drs. H. Teguh Setyabudi M. Pd. sebagai Pj. Gubernur DKI Jakarta. Selamat bertugas sukses Jakarta untuk Indonesia. @DKIJakarta https://t.co/g53q5Lvsu5","1847571592328728863","https://pbs.twimg.com/media/GaPkj7obUAACvnH.jpg","","in","Jakarta Pusat, DKI Jakarta","0","0","0","https://x.com/DppHippindo/status/1847571592328728863","741820490864418816","DppHippindo"
"1847571322119082190","Sat Oct 19 09:31:44 +0000 2024","3","Secara pribadi Calon gubernur Jakarta Pramono Anung mengucapkan selamat ulang tahun yang ke-73 kepada Pak Prabowo Subianto yang tiga hari lagi akan dilantik menjadi presiden Republik Indonesia. Semoga pak Prabowo dapat menjadi pemimpin amanah dan membawa Indonesia menjadi lebih https://t.co/wmHCVKQjao","1847571322119082190","https://pbs.twimg.com/media/GaPkUfwaEAAoNFY.jpg","","in","twitter.com","0","0","2","https://x.com/mulanbilqis/status/1847571322119082190","1138727688","mulanbilqis"
"1847307419204149366","Sat Oct 19 09:28:09 +0000 2024","0","@ZoneVenomWar Yes probably. Hanya jika kelak karir politiknya melejit jangan pernah berharap jadi gubernur/wagub Jakarta karena bakal kena faktor al maidah.","1847570422763782356","","ZoneVenomWar","in","Oost Batavia","0","0","1","https://x.com/avantegold/status/1847570422763782356","1249983377903513605","avantegold"
"1847570214386618502","Sat Oct 19 09:27:19 +0000 2024","2","Komunitas Paguyuban Warga Jakarta Asal Jawa Tengah KASMARAN yang dipimpin oleh Leles Sudarmanto bertemu dengan calon gubernur Pramono Anung di Joglo Wong Jateng Condet Balekambang Jakarta Timur Sabtu (19/10). Pramono melakukan silaturahmi Mas Pram Bang Doel Jakarta Menyala https://t.co/woo0A8ubfd","1847570214386618502","https://pbs.twimg.com/media/GaPjUItbUAE-Bco.jpg","","in","Kebayoran Lama, Indonesia","0","1","2","https://x.com/bocah_keling/status/1847570214386618502","1325317161628266496","bocah_keling"
